duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label
6.745,tcp,http,SF,349,2276,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.112,0.0,0.0,0.985,0.035,0.033,228,232,0.906,0.148,0.089,0.065,0.0,0.0,0.0,0.0,normal
43.995,tcp,ssh,SF,1655,5076,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,0.856,0.037,0.007,251,121,0.903,0.063,0.008,0.011,0.0,0.0,0.0,0.0,normal
0.485,tcp,http,SF,476,5895,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0.0,0.009,0.0,0.0,0.886,0.072,0.068,91,65,0.866,0.186,0.007,0.046,0.0,0.0,0.0,0.0,normal
1.382,tcp,http,SF,337,307,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.001,0.0,0.0,0.943,0.024,0.077,253,219,0.851,0.184,0.068,0.06,0.0,0.0,0.0,0.0,normal
0.978,tcp,http,SF,239,2094,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0.0,0.002,0.0,0.0,0.939,0.019,0.014,174,179,0.835,0.101,0.149,0.0,0.0,0.0,0.0,0.0,normal
0.141,tcp,smtp,SF,1365,1597,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,4,0.0,0.001,0.0,0.0,0.959,0.085,0.076,185,250,0.884,0.103,0.002,0.08,0.0,0.0,0.0,0.0,normal
0.049,udp,dns,SF,57,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.0,0.0,0.0,0.0,0.935,0.016,0.09,181,222,0.96,0.02,0.031,0.074,0.0,0.0,0.0,0.0,normal
0.227,tcp,smtp,SF,1410,1213,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,4,0.0,0.0,0.0,0.0,0.982,0.042,0.02,249,55,0.904,0.094,0.039,0.005,0.0,0.0,0.0,0.0,normal
0.017,udp,dns,SF,75,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0.0,0.023,0.0,0.0,0.888,0.024,0.085,101,153,0.947,0.059,0.056,0.04,0.0,0.0,0.0,0.0,normal
2.755,tcp,http,SF,313,1484,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.028,0.0,0.0,0.887,0.037,0.016,18,240,0.978,0.155,0.078,0.049,0.0,0.0,0.0,0.0,normal
19.673,tcp,ssh,SF,2830,3724,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0.0,0.001,0.0,0.0,0.878,0.148,0.082,210,191,0.894,0.031,0.138,0.034,0.0,0.0,0.0,0.0,normal
0.245,tcp,http,SF,533,11687,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2,0.0,0.0,0.0,0.0,0.919,0.099,0.06,27,125,0.99,0.069,0.027,0.068,0.0,0.0,0.0,0.0,normal
4.586,tcp,http,SF,412,2531,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,6,0.0,0.001,0.0,0.0,0.899,0.03,0.078,240,220,0.849,0.134,0.019,0.028,0.0,0.0,0.0,0.0,normal
1.479,tcp,smtp,SF,959,1337,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.075,0.0,0.0,0.923,0.095,0.033,208,69,0.983,0.185,0.126,0.098,0.0,0.0,0.0,0.0,normal
0.085,udp,dns,SF,61,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.023,0.011,0.0,0.0,0.867,0.059,0.1,80,57,0.831,0.085,0.093,0.093,0.0,0.0,0.0,0.0,normal
12.299,tcp,smtp,SF,856,1143,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,0.858,0.101,0.035,89,202,0.966,0.164,0.062,0.032,0.0,0.0,0.0,0.0,normal
2.795,tcp,http,SF,300,1221,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,0.872,0.129,0.082,145,142,0.964,0.019,0.059,0.074,0.0,0.0,0.0,0.0,normal
0.023,udp,dns,SF,65,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.0,0.001,0.0,0.0,0.996,0.131,0.019,161,64,0.931,0.058,0.11,0.057,0.0,0.0,0.0,0.0,normal
1.745,tcp,http,SF,780,8686,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0.0,0.0,0.0,0.0,0.882,0.134,0.065,200,52,0.978,0.094,0.071,0.094,0.0,0.0,0.0,0.0,normal
0.133,tcp,http,SF,649,2610,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,0.881,0.133,0.093,181,34,0.821,0.023,0.093,0.012,0.0,0.0,0.0,0.0,normal
3.228,tcp,http,SF,325,5842,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0.146,0.0,0.0,0.0,0.865,0.13,0.059,151,97,0.882,0.086,0.095,0.093,0.0,0.0,0.0,0.0,normal
2.417,tcp,http,SF,311,1045,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.989,0.09,0.067,253,22,0.989,0.078,0.139,0.058,0.0,0.0,0.0,0.0,normal
0.001,tcp,http,SF,267,1389,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.009,0.0,0.0,0.0,0.924,0.08,0.097,28,246,0.971,0.038,0.089,0.088,0.0,0.0,0.0,0.0,normal
1.177,tcp,http,SF,135,2999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,5,0.0,0.003,0.0,0.0,0.919,0.078,0.021,119,44,0.838,0.069,0.015,0.095,0.0,0.0,0.0,0.0,normal
0.839,tcp,http,SF,381,6944,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3,0.003,0.05,0.0,0.0,0.873,0.08,0.092,223,149,0.879,0.089,0.009,0.097,0.0,0.0,0.0,0.0,normal
0.007,udp,dns,SF,59,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,0.0,0.942,0.005,0.016,220,60,0.995,0.044,0.077,0.094,0.0,0.0,0.0,0.0,normal
1.583,tcp,http,SF,499,110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0.019,0.0,0.0,0.0,0.992,0.057,0.077,40,142,0.837,0.064,0.098,0.067,0.0,0.0,0.0,0.0,normal
1.671,tcp,http,SF,455,2508,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,0.0,0.001,0.0,0.0,0.985,0.071,0.006,206,211,0.93,0.156,0.064,0.064,0.0,0.0,0.0,0.0,normal
3.564,tcp,http,SF,340,4162,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,2,0.0,0.0,0.0,0.0,0.88,0.044,0.053,56,226,0.952,0.142,0.026,0.036,0.0,0.0,0.0,0.0,normal
1.436,tcp,http,SF,370,181,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,6,0.0,0.0,0.0,0.0,0.87,0.066,0.03,220,100,0.847,0.153,0.14,0.05,0.0,0.0,0.0,0.0,normal
34.168,tcp,ssh,SF,1366,2758,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,4,0.023,0.015,0.0,0.0,0.89,0.091,0.094,115,94,0.911,0.059,0.025,0.02,0.0,0.0,0.0,0.0,normal
0.004,udp,dns,SF,56,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,0.907,0.125,0.021,175,11,0.914,0.199,0.006,0.021,0.0,0.0,0.0,0.0,normal
0.035,udp,dns,SF,73,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0.0,0.0,0.0,0.0,0.893,0.119,0.091,142,206,0.853,0.055,0.038,0.014,0.0,0.0,0.0,0.0,normal
2.658,tcp,http,SF,397,1010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0.096,0.0,0.0,0.0,0.964,0.019,0.078,48,239,0.946,0.088,0.132,0.053,0.0,0.0,0.0,0.0,normal
0.055,udp,dns,SF,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0.0,0.061,0.0,0.0,0.921,0.148,0.009,156,111,0.975,0.057,0.118,0.038,0.0,0.0,0.0,0.0,normal
1.651,tcp,http,SF,346,3028,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0.0,0.0,0.0,0.0,0.889,0.13,0.075,190,226,0.843,0.106,0.117,0.025,0.0,0.0,0.0,0.0,normal
0.726,tcp,http,SF,354,15581,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,4,0.143,0.0,0.0,0.0,0.861,0.148,0.007,17,42,0.965,0.116,0.116,0.063,0.0,0.0,0.0,0.0,normal
0.686,tcp,other,SF,198,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.0,0.019,0.0,0.0,0.882,0.103,0.091,37,82,0.914,0.058,0.083,0.062,0.0,0.0,0.0,0.0,normal
0.039,udp,dns,SF,51,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.0,0.015,0.0,0.0,0.925,0.093,0.093,237,130,0.906,0.12,0.111,0.007,0.0,0.0,0.0,0.0,normal
2.026,tcp,smtp,SF,383,875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.944,0.049,0.064,85,111,0.952,0.046,0.136,0.05,0.0,0.0,0.0,0.0,normal
0.037,udp,dns,SF,79,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0.013,0.163,0.0,0.0,0.898,0.082,0.056,52,133,0.927,0.082,0.112,0.033,0.0,0.0,0.0,0.0,normal
0.894,tcp,http,SF,331,283,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0.0,0.0,0.0,0.0,0.917,0.066,0.007,120,206,0.979,0.002,0.027,0.09,0.0,0.0,0.0,0.0,normal
4.204,tcp,http,SF,358,772,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0.0,0.001,0.0,0.0,0.957,0.015,0.048,162,157,0.849,0.009,0.034,0.045,0.0,0.0,0.0,0.0,normal
1.534,tcp,http,SF,282,4398,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.006,0.001,0.0,0.0,0.942,0.063,0.057,132,47,0.948,0.015,0.109,0.085,0.0,0.0,0.0,0.0,normal
1.039,tcp,http,SF,323,2846,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,0.001,0.351,0.0,0.0,0.901,0.011,0.048,194,194,0.857,0.067,0.127,0.052,0.0,0.0,0.0,0.0,normal
3.917,tcp,http,SF,453,5163,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0.0,0.0,0.0,0.0,0.906,0.098,0.011,111,13,0.85,0.091,0.059,0.081,0.0,0.0,0.0,0.0,normal
7.357,tcp,ssh,SF,2302,3171,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0.001,0.001,0.0,0.0,0.917,0.082,0.015,204,92,0.998,0.003,0.068,0.084,0.0,0.0,0.0,0.0,normal
1.328,tcp,smtp,SF,544,2118,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0.0,0.0,0.0,0.0,0.892,0.128,0.039,90,140,0.995,0.037,0.045,0.003,0.0,0.0,0.0,0.0,normal
1.349,tcp,http,SF,427,1610,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.028,0.0,0.0,0.0,0.991,0.091,0.071,111,184,0.999,0.068,0.024,0.052,0.0,0.0,0.0,0.0,normal
0.037,udp,dns,SF,62,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.863,0.004,0.02,81,195,0.998,0.186,0.076,0.053,0.0,0.0,0.0,0.0,normal
0.886,tcp,http,SF,389,8391,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,3,0.0,0.02,0.0,0.0,0.856,0.067,0.027,247,106,0.885,0.176,0.041,0.089,0.0,0.0,0.0,0.0,normal
30.31,tcp,ssh,SF,2957,4035,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.102,0.0,0.0,0.0,0.938,0.04,0.093,240,38,0.913,0.144,0.009,0.06,0.0,0.0,0.0,0.0,normal
3.158,tcp,http,SF,290,551,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,0.897,0.053,0.045,190,111,0.838,0.18,0.038,0.071,0.0,0.0,0.0,0.0,normal
0.233,tcp,http,SF,407,1803,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3,0.0,0.0,0.0,0.0,0.902,0.08,0.077,14,102,0.918,0.193,0.078,0.091,0.0,0.0,0.0,0.0,normal
2.856,tcp,http,SF,409,3313,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,9,0.0,0.0,0.0,0.0,0.881,0.014,0.089,184,197,0.84,0.058,0.146,0.071,0.0,0.0,0.0,0.0,normal
0.949,tcp,http,SF,459,1106,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,6,0.0,0.0,0.0,0.0,0.876,0.115,0.05,160,235,0.807,0.013,0.06,0.008,0.0,0.0,0.0,0.0,normal
1.535,tcp,http,SF,113,1132,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.002,0.0,0.0,0.863,0.004,0.006,143,219,0.847,0.11,0.064,0.08,0.0,0.0,0.0,0.0,normal
1.962,tcp,http,SF,331,3769,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0.0,0.0,0.0,0.0,0.94,0.02,0.069,246,217,0.848,0.03,0.001,0.005,0.0,0.0,0.0,0.0,normal
8.469,tcp,smtp,SF,1826,1567,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0.001,0.0,0.0,0.0,0.984,0.121,0.025,139,146,0.859,0.066,0.14,0.068,0.0,0.0,0.0,0.0,normal
1.385,tcp,http,SF,291,5843,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.005,0.0,0.0,0.964,0.124,0.072,225,153,0.864,0.139,0.144,0.059,0.0,0.0,0.0,0.0,normal
0.677,tcp,http,SF,489,3576,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.005,0.0,0.0,0.931,0.091,0.01,35,76,0.905,0.175,0.102,0.009,0.0,0.0,0.0,0.0,normal
1.189,tcp,other,REJ,104,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.972,0.058,0.077,206,206,0.822,0.122,0.144,0.04,0.0,0.0,0.0,0.0,normal
0.056,tcp,http,SF,315,8733,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.067,0.0,0.0,0.0,0.885,0.125,0.015,15,65,0.91,0.043,0.024,0.056,0.0,0.0,0.0,0.0,normal
0.715,tcp,http,SF,332,14304,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,4,0.0,0.0,0.0,0.0,0.876,0.048,0.029,144,143,0.9,0.129,0.143,0.029,0.0,0.0,0.0,0.0,normal
0.723,tcp,http,SF,400,1883,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0.0,0.0,0.0,0.0,0.943,0.105,0.086,237,39,0.985,0.005,0.125,0.008,0.0,0.0,0.0,0.0,normal
0.028,udp,dns,SF,63,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.034,0.079,0.0,0.0,0.963,0.005,0.014,123,160,0.847,0.133,0.053,0.089,0.0,0.0,0.0,0.0,normal
0.153,udp,dns,SF,40,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0.0,0.027,0.0,0.0,0.92,0.031,0.082,102,58,0.943,0.152,0.086,0.086,0.0,0.0,0.0,0.0,normal
0.748,tcp,http,SF,340,8003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,1,0.017,0.0,0.0,0.0,0.936,0.07,0.061,148,119,0.88,0.094,0.087,0.05,0.0,0.0,0.0,0.0,normal
2.734,tcp,http,SF,252,1121,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0.0,0.183,0.0,0.0,0.855,0.059,0.087,218,178,0.907,0.078,0.122,0.071,0.0,0.0,0.0,0.0,normal
1.84,tcp,http,SF,312,2645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,0.87,0.059,0.089,230,10,0.86,0.111,0.05,0.027,0.0,0.0,0.0,0.0,normal
1.257,tcp,other,SF,182,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.006,0.0,0.0,0.97,0.13,0.07,138,175,0.905,0.131,0.138,0.01,0.0,0.0,0.0,0.0,normal
103.878,tcp,ssh,SF,3225,5619,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,4,0.0,0.0,0.0,0.0,0.931,0.14,0.039,142,214,0.815,0.148,0.148,0.085,0.0,0.0,0.0,0.0,normal
4.969,tcp,smtp,SF,790,1054,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.892,0.09,0.043,36,236,0.858,0.136,0.008,0.096,0.0,0.0,0.0,0.0,normal
3.037,tcp,http,SF,274,1720,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,3,0.0,0.0,0.0,0.0,0.86,0.115,0.038,162,103,0.886,0.163,0.048,0.076,0.0,0.0,0.0,0.0,normal
0.111,udp,dns,SF,57,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0.0,0.0,0.0,0.0,0.891,0.06,0.053,141,10,0.832,0.019,0.082,0.033,0.0,0.0,0.0,0.0,normal
0.055,udp,dns,SF,46,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0.172,0.0,0.0,0.0,0.907,0.097,0.097,155,24,0.985,0.114,0.106,0.015,0.0,0.0,0.0,0.0,normal
1.716,tcp,http,SF,434,4871,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.001,0.0,0.0,0.939,0.031,0.056,185,226,0.933,0.094,0.048,0.009,0.0,0.0,0.0,0.0,normal
0.417,tcp,http,SF,344,3132,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0.009,0.0,0.0,0.0,0.987,0.12,0.097,233,34,0.918,0.051,0.081,0.032,0.0,0.0,0.0,0.0,normal
0.075,udp,dns,SF,47,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0.001,0.0,0.0,0.0,0.973,0.046,0.055,222,147,0.895,0.131,0.032,0.098,0.0,0.0,0.0,0.0,normal
0.366,tcp,http,SF,478,4588,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0.02,0.005,0.0,0.0,0.885,0.059,0.074,155,126,0.914,0.063,0.021,0.027,0.0,0.0,0.0,0.0,normal
5.822,tcp,http,SF,211,5258,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0.0,0.009,0.0,0.0,0.988,0.037,0.089,129,33,0.93,0.157,0.092,0.05,0.0,0.0,0.0,0.0,normal
1.371,tcp,http,SF,355,2554,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3,0.0,0.029,0.0,0.0,0.941,0.04,0.022,65,37,0.932,0.156,0.114,0.032,0.0,0.0,0.0,0.0,normal
7.91,tcp,ssh,SF,2047,5413,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0.0,0.088,0.0,0.0,0.9,0.097,0.019,15,239,0.86,0.051,0.107,0.066,0.0,0.0,0.0,0.0,normal
2.18,tcp,smtp,SF,768,902,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0.0,0.073,0.0,0.0,0.856,0.108,0.076,149,216,0.811,0.155,0.056,0.03,0.0,0.0,0.0,0.0,normal
0.994,tcp,http,SF,683,178,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,0.0,0.166,0.0,0.0,0.94,0.104,0.01,26,56,0.815,0.121,0.148,0.067,0.0,0.0,0.0,0.0,normal
1.81,tcp,http,SF,406,14580,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0.0,0.0,0.0,0.0,0.933,0.105,0.065,196,105,0.911,0.019,0.023,0.093,0.0,0.0,0.0,0.0,normal
0.907,tcp,http,SF,381,2806,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.892,0.05,0.027,142,208,0.952,0.139,0.021,0.081,0.0,0.0,0.0,0.0,normal
